,STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH,GEO_ID,Total,White,Black,AIAN,Asian,Hawaiian,Other,Two,White_pct,Black_pct,AIAN_pct,Asian_pct,Hawaiian_pct,Other_pct,Two_pct,Poverty,White_pov,Black_pov,Median_Income,NAME,STATE_POVERTY_RANKING,STATE_INCOME_RANKING,TOTATTEN_RANKING,SALARIES_RANKING,HRS_OPEN_RANKING,BKVOL_RANKING,PITUSR_RANKING
1135,OH,OH0068,168C,CLAYMONT SCHOOL DISTRICT PUBLIC LIBRARY,215 E. THIRD ST.,UHRICHSVILLE,44683,1820,215 E. THIRD ST.,UHRICHSVILLE,44683,1820,TUSCARAWAS,7409223626,ME,SD,MO,Y,SD1,N,01/01/2019,12/31/2019,11952,11943,1,1,0,0.0,1.0,4.0,5.0,0,408124,0,44163,452287,134910,36189,171099,14226,2538,12000,28764,137641,337504,0,0,0,27535,27535,0,59359,341925,3167,98959,11023,3603,42,62,104,100,3536,49504,24232,6325,246353,95711,5868,240485,263,6131,246616,11678,23618,290,177,31,6134,4036,560,17,9714,7285,-1,2019,3,2,0,0,0,-81.3446,40.3913,39,157,78176,91987,32,32,220.01,1010,3906,35420,1,A,1400000US39157022001,3568,3332,43,9,12,2,11,159,0.9338565022421524,0.012051569506726457,0.002522421524663677,0.0033632286995515697,0.0005605381165919282,0.003082959641255605,0.04456278026905829,25.1,25.7,23.4,47125.0,CLAYMONT SCHOOL DISTRICT PUBLIC LIBRARY,8.0,25.0,6,2,20,12,13
1136,OH,OH0075,175A,PREBLE COUNTY DISTRICT LIBRARY,450 S. BARRON ST.,EATON,45320,2402,450 S. BARRON ST.,EATON,45320,2402,PREBLE,9374564250,ME,CO,MA,Y,CO1,N,01/01/2019,12/31/2019,39569,39540,0,9,0,3.0,8.72,23.98,32.7,774760,1215711,0,52948,2043419,948771,305726,1254497,110556,26618,58761,195935,367602,1818034,0,0,0,0,0,0,123394,341925,7694,98959,23698,3603,7,62,69,207,14756,107484,8840,17405,223424,82344,31103,192321,178426,209529,401850,87135,46980,1276,850,125,9652,7057,423,49,20192,30060,-1,2019,3,1,0,0,0,-84.6364,39.73882,39,135,24234,40882,32,42,4550.01,1071,3908,-4,N,A,1400000US39135455001,2273,2118,17,6,5,0,18,109,0.9318081830180378,0.007479102507699076,0.0026396832380114386,0.002199736031676199,0.0,0.007919049714034315,0.047954245490541135,15.5,15.8,9.8,47083.0,PREBLE COUNTY DISTRICT LIBRARY,19.0,26.0,8,21,33,26,20
1137,OH,OH0078,178C,EUCLID PUBLIC LIBRARY,631 E. 222ND ST.,EUCLID,44123,2100,631 E. 222ND ST.,EUCLID,44123,2100,CUYAHOGA,2162615300,ME,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,48850,48814,1,0,0,13.0,13.0,45.13,58.13,2975965,1871955,0,499705,5347625,2411816,739871,3151687,235579,117239,230219,583037,1027643,4762367,0,0,0,49570,49570,0,138341,608855,19864,428135,37012,44730,7,62,69,347,3276,331344,59332,31537,1246242,331252,47339,1198903,16671,64010,1262913,207995,970559,1478,1007,234,26607,15956,6025,91,85843,89425,-1,2019,3,1,0,0,0,-81.5267,41.59781,39,35,25704,1235072,21,21,1525.02,1000,3911,17460,0,A,1400000US39035152502,2577,757,1646,4,9,0,37,124,0.2937524253007373,0.6387272021730694,0.0015521924718665113,0.0034924330616996507,0.0,0.01435778036476523,0.04811796662786186,29.3,15.8,37.5,39722.0,EUCLID PUBLIC LIBRARY,4.0,34.0,21,29,16,28,32
1138,OH,OH0085,185C,FRANKLIN PUBLIC LIBRARY,44 E. 4TH ST,FRANKLIN,45005,2450,44 E. 4TH ST,FRANKLIN,45005,2450,WARREN,9377462665,ME,SD,MO,Y,SD2,N,01/01/2019,12/31/2019,51987,51948,1,1,0,4.69,9.38,15.97,25.35,1339314,1200746,0,53209,2593269,970923,324906,1295829,266480,85361,103504,455345,515897,2267071,0,0,0,120054,120054,0,130983,715050,13799,183800,15213,50740,7,62,69,387,6448,200200,30940,16051,560528,244518,83252,477276,8931,92183,569459,73,1842,594,485,24,21257,19576,920,34,23322,11516,-1,2019,3,1,0,0,0,-84.3026,39.55917,39,165,28476,234602,23,21,325.02,2009,3901,17140,0,A,1400000US39165032502,4064,3615,126,16,25,1,31,250,0.8895177165354331,0.031003937007874016,0.003937007874015748,0.006151574803149607,0.00024606299212598425,0.007627952755905512,0.061515748031496065,18.5,18.2,73.5,41458.0,FRANKLIN PUBLIC LIBRARY,11.0,32.0,19,22,27,27,22
1139,OH,OH0089,189C,PORTAGE COUNTY DISTRICT LIBRARY,10482 SOUTH ST.,GARRETTSVILLE,44231,1116,10482 SOUTH ST.,GARRETTSVILLE,44231,1116,PORTAGE,3305275082,ME,CO,MO,Y,CO1,N,01/01/2019,12/31/2019,106237,106158,0,5,0,7.0,14.06,18.91,32.97,0,2339461,0,71159,2410620,1202216,436349,1638565,175384,32105,126328,333817,296326,2268708,0,0,0,3346,3346,29170,149332,358570,10778,84500,29872,46377,5,62,67,267,9464,132184,24284,27227,372855,107516,47050,325805,7998,55048,380853,9570,6503,1209,849,116,26612,23477,906,69,20904,16542,-1,2019,3,1,0,0,0,-81.0985,41.27729,39,133,29442,162466,31,21,6001.03,4045,3914,10420,0,A,1400000US39133600103,5550,5202,28,0,21,1,32,266,0.9372972972972973,0.005045045045045045,0.0,0.0037837837837837837,0.00018018018018018018,0.005765765765765766,0.04792792792792793,6.9,6.9,,55278.0,PORTAGE COUNTY DISTRICT LIBRARY,27.0,23.0,22,25,31,30,21
1140,OH,OH0098,198C,GREENVILLE PUBLIC LIBRARY,520 SYCAMORE ST.,GREENVILLE,45331,1438,520 SYCAMORE ST.,GREENVILLE,45331,1438,DARKE,9375483915,NO,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,36327,36300,1,0,0,0.0,1.63,18.1,19.73,432444,775928,0,28730,1237102,655719,139828,795547,102500,8100,27600,138200,421963,1355710,0,0,0,0,0,0,90650,250000,4500,90200,6500,5400,7,62,69,150,3120,78000,109200,23300,325595,51812,126396,199199,4270,130666,329865,701,580,550,200,100,11200,5200,650,18,15500,59500,-1,2019,3,1,0,0,0,-84.632,40.09915,39,37,32340,51113,32,32,5551.01,2018,3908,24820,1,A,1400000US39037555101,3250,3051,39,12,14,0,20,114,0.9387692307692308,0.012,0.0036923076923076922,0.0043076923076923075,0.0,0.006153846153846154,0.035076923076923075,16.2,15.2,26.4,39867.0,GREENVILLE PUBLIC LIBRARY,18.0,33.0,11,18,12,20,17
1141,OH,OH0104,204C,HUBBARD PUBLIC LIBRARY,436 W. LIBERTY ST.,HUBBARD,44425,1742,436 W. LIBERTY ST.,HUBBARD,44425,1742,TRUMBULL,3305343512,ME,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,13552,13542,1,0,0,5.0,8.0,7.35,15.35,339443,649108,0,89079,1077630,508962,204955,713917,32464,21615,26353,80432,169668,964017,0,0,0,0,0,116691,43274,245458,5213,73192,5183,4572,16,62,78,85,3120,85800,11024,8527,164925,27468,33556,131369,15327,48883,180252,23426,38552,537,262,83,9823,5836,1133,24,9904,11152,-1,2019,3,1,0,0,0,-80.5773,41.15641,39,155,36582,197974,21,21,9316.01,2025,3913,49660,0,A,1400000US39155931601,4338,4028,105,9,24,1,19,152,0.9285384970032273,0.024204702627939143,0.002074688796680498,0.005532503457814661,0.0002305209774089442,0.00437989857076994,0.03503918856615952,18.4,19.0,17.2,41538.0,HUBBARD PUBLIC LIBRARY,12.0,31.0,9,14,13,7,14
1142,OH,OH0109,209C,HENDERSON MEMORIAL PUBLIC LIBRARY ASSOCIATION,54 E. JEFFERSON ST.,JEFFERSON,44047,1112,54 E. JEFFERSON ST.,JEFFERSON,44047,1112,ASHTABULA,4405763761,ME,NP,SO,Y,OTH,N,01/01/2019,12/31/2019,5252,5248,1,0,0,1.0,2.8,4.75,7.55,148897,292255,2813,129471,573436,216789,55637,272426,30293,34402,19716,84411,119402,476239,0,0,0,0,0,0,33560,604172,2377,417328,9307,41628,7,62,69,56,3328,80184,3120,6798,195740,62053,18043,177697,1662,19705,197402,21439,41826,689,340,121,17247,11448,1395,13,11099,18841,-1,2019,3,1,0,0,0,-80.7664,41.73833,39,7,38500,97241,32,32,11.02,2021,3914,11780,1,A,1400000US39007001102,6139,5820,44,3,12,2,20,238,0.9480371395992833,0.007167291089754032,0.0004886789379377749,0.0019547157517510994,0.00032578595862518323,0.0032578595862518323,0.03876852907639681,17.6,17.5,,59005.0,HENDERSON MEMORIAL PUBLIC LIBRARY ASSOCIATION,15.0,19.0,16,5,17,4,15
1143,OH,OH0113,213C,KINSMAN FREE PUBLIC LIBRARY,6420 CHURCH ST.,KINSMAN,44428,9702,PO BOX 166,KINSMAN,44428,0166,TRUMBULL,3308762461,ME,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,6496,6491,1,0,0,2.0,4.0,6.65,10.65,195009,417866,0,60739,673614,332981,97255,430236,25633,4831,19367,49831,165387,645454,0,0,0,9456,9456,0,65618,595322,3448,424436,5110,20823,8,62,70,120,2704,38064,8528,3530,154767,50487,17631,137136,2097,19728,156864,30464,15663,355,115,47,5659,3187,579,5,1860,9270,-1,2019,3,1,0,0,0,-80.588,41.4483,39,155,40507,197974,42,42,9301.01,2009,3914,49660,0,A,1400000US39155930101,2783,2620,10,8,12,0,10,123,0.9414301113905857,0.0035932446999640674,0.002874595759971254,0.004311893639956881,0.0,0.0035932446999640674,0.04419690980955803,19.2,18.9,100.0,48983.0,KINSMAN FREE PUBLIC LIBRARY,10.0,24.0,5,9,4,15,3
1144,OH,OH0127,227C,LOUISVILLE PUBLIC LIBRARY,700 LINCOLN AVE.,LOUISVILLE,44641,1474,700 LINCOLN AVE.,LOUISVILLE,44641,1474,STARK,3308751696,ME,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,18769,18755,1,0,0,2.0,2.0,15.28,17.28,295974,603976,0,95988,995938,481040,81181,562221,44231,10968,37084,92283,506862,1161366,0,0,0,11166,11166,26101,75649,341925,7822,98959,15242,3603,0,62,62,55,2809,104000,49660,16315,271612,145191,19515,252097,701,20216,272313,14871,10700,1108,549,176,28046,14650,2664,21,18079,55214,-1,2019,3,1,0,0,0,-81.2554,40.84038,39,151,45094,370606,21,21,7126.02,2011,3907,15940,0,A,1400000US39151712602,5129,4838,14,4,13,0,31,229,0.9432637941119126,0.002729576915578085,0.0007798791187365958,0.0025346071358939366,0.0,0.006044063170208618,0.04464807954767011,6.8,6.9,,59359.0,LOUISVILLE PUBLIC LIBRARY,28.0,18.0,24,13,7,18,18
1145,OH,OH0128,228C,MADISON PUBLIC LIBRARY,6111 MIDDLE RIDGE RD.,MADISON,44057,2808,6111 MIDDLE RIDGE RD.,MADISON,44057,2808,LAKE,4404282189,ME,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,18949,18935,1,0,0,3.0,4.64,14.45,19.09,674707,691539,0,188594,1554840,722980,257621,980601,120518,81310,68862,270690,211161,1462452,0,0,0,0,0,79722,76746,587122,8435,426884,16914,21035,8,62,70,189,3476,138372,39104,13642,457025,134335,36138,420887,17198,53336,474223,97209,65566,849,517,82,17786,12571,1150,16,13878,38961,-1,2019,3,1,0,0,0,-81.07,41.78859,39,85,M,230149,41,41,2057.01,3026,3914,17460,0,A,1400000US39085205701,4777,4245,43,6,48,1,103,331,0.8886330332844882,0.009001465354825204,0.0012560184216035169,0.010048147372828135,0.00020933640360058616,0.02156164957086037,0.06929034959179402,9.0,8.9,17.2,58919.0,MADISON PUBLIC LIBRARY,23.0,20.0,17,19,19,19,16
1146,OH,OH0140,240C,MECHANICSBURG PUBLIC LIBRARY,60 S. MAIN ST.,MECHANICSBURG,43044,1111,60 S. MAIN ST.,MECHANICSBURG,43044,1111,CHAMPAIGN,9378342004,ME,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,4944,4940,1,0,0,2.0,2.0,4.83,6.83,78318,284702,0,19228,382248,217205,74714,291919,23783,25376,7999,57158,42864,391941,0,0,0,3250,3250,313135,25898,290638,1508,82633,2894,3613,3,62,65,60,2548,13416,1716,1894,33136,9888,2043,31093,3155,5198,36291,31740,6458,199,101,23,3179,2559,147,5,1371,5687,-1,2019,3,1,0,0,0,-83.5544,40.07077,39,21,48706,38885,42,42,115.05,2014,3904,46500,1,A,1400000US39021011505,3262,3054,25,9,4,0,12,158,0.9362354383813611,0.007664009809932557,0.0027590435315757206,0.001226241569589209,0.0,0.003678724708767627,0.04843654199877376,10.0,10.2,37.5,60000.0,MECHANICSBURG PUBLIC LIBRARY,22.0,16.0,3,6,1,3,2
1147,OH,OH0141,241C,MEDINA COUNTY DISTRICT LIBRARY,210 S. BROADWAY,MEDINA,44256,2602,210 S. BROADWAY,MEDINA,44256,2602,MEDINA,3307250588,ME,CO,MO,Y,CO1,N,01/01/2019,12/31/2019,145137,145029,1,5,1,25.88,58.49,60.68,119.17,8194337,3779889,0,2273279,14247505,4347321,1364763,5712084,596965,478100,535086,1610151,2294611,9616846,0,0,0,27526,27526,720254,267812,548621,45054,373559,77575,4572,19,62,81,1229,18397,659516,414336,99125,3026102,1015091,435942,2590160,39389,475331,3065491,280160,424142,3359,2215,355,127952,90082,12922,161,107048,286429,-1,2019,3,1,0,0,0,-81.8625,41.13795,39,103,48790,179746,21,21,4083.01,1015,3916,17460,0,A,1400000US39103408301,3568,3178,54,0,131,0,49,156,0.890695067264574,0.015134529147982063,0.0,0.0367152466367713,0.0,0.013733183856502242,0.043721973094170405,7.4,8.2,0.0,104846.0,MEDINA COUNTY DISTRICT LIBRARY,26.0,1.0,35,34,34,33,33
1148,OH,OH0157,257C,NEW CARLISLE PUBLIC LIBRARY,111 E. LAKE AVE,NEW CARLISLE,45344,1418,111 E. LAKE AVE.,NEW CARLISLE,45344,1418,CLARK,9378453601,ME,NP,SO,Y,OTH,N,01/01/2019,12/31/2019,5785,5781,1,0,0,2.0,9.65,0.5,10.15,76092,574408,0,7793,658293,293856,54450,348306,32764,9434,22294,64492,138756,551554,0,0,0,0,0,17766,63906,760890,3187,449723,6821,48501,0,62,62,47,3146,63700,27092,8747,165206,78414,19923,145283,2119,22042,167325,25987,35573,867,465,140,14239,9218,3206,18,6126,13126,-1,2019,3,1,0,0,0,-84.0233,39.94072,39,23,54334,134083,21,21,27.01,2017,3908,44220,0,A,1400000US39023002701,3096,2587,10,19,18,1,195,266,0.835594315245478,0.003229974160206718,0.006136950904392765,0.005813953488372093,0.00032299741602067185,0.06298449612403101,0.08591731266149871,17.9,18.0,,43305.0,NEW CARLISLE PUBLIC LIBRARY,13.0,29.0,14,7,14,14,9
1149,OH,OH0166,266C,MCKINLEY MEMORIAL LIBRARY,40 N. MAIN ST.,NILES,44446,5004,40 N. MAIN ST.,NILES,44446,5004,TRUMBULL,3306521704,NO,SD,MO,Y,SD1,N,01/01/2019,12/31/2019,19183,19169,1,1,0,2.04,5.19,8.43,13.62,321483,841809,0,102180,1265472,515799,230507,746306,58522,48277,83527,190326,211787,1148419,0,0,0,0,0,68193,54711,724756,9884,468597,11325,22480,12,62,74,101,5616,86892,13832,13989,250523,47016,32926,217597,1997,34923,252520,47617,31810,725,279,33,11732,6072,201,10,6050,14084,-1,2019,3,1,0,0,0,-80.7652,41.18085,39,155,55916,197974,21,21,9328.02,1035,3913,49660,0,A,1400000US39155932802,3396,2911,128,5,13,1,30,308,0.8571849234393404,0.03769140164899882,0.0014723203769140165,0.0038280329799764428,0.0002944640753828033,0.0088339222614841,0.09069493521790342,25.5,24.7,12.2,35033.0,MCKINLEY MEMORIAL LIBRARY,7.0,35.0,12,15,24,9,8
1150,OH,OH0186,286C,PLAIN CITY PUBLIC LIBRARY,305 W. MAIN ST.,PLAIN CITY,43064,7102,305 W. MAIN ST.,PLAIN CITY,43064,7102,MADISON,6148734912,ME,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,12081,12072,1,0,0,4.0,4.0,8.53,12.53,555290,410575,0,35911,1001776,447920,73118,521038,45864,4838,33415,84117,341644,946799,0,0,0,0,0,39410,50657,605793,5067,505775,11397,44875,4,62,66,86,3034,51480,10140,10280,191477,75081,30798,160679,7477,38275,198954,49944,19699,233,206,9,3955,2316,109,14,3046,11008,-1,2019,3,2,0,0,0,-83.2696,40.10818,39,97,63030,44731,31,31,401.02,1024,3915,18140,0,A,1400000US39097040102,5103,4730,24,9,46,0,45,249,0.9269057417205565,0.004703115814226925,0.001763668430335097,0.009014305310601607,0.0,0.008818342151675485,0.04879482657260435,7.8,7.4,,79457.0,PLAIN CITY PUBLIC LIBRARY,25.0,5.0,4,11,10,8,6
1151,OH,OH0193,293C,ROCK CREEK PUBLIC LIBRARY,2988 HIGH ST.,ROCK CREEK,44084,9703,2988 HIGH ST.,ROCK CREEK,44084,9703,ASHTABULA,4405633340,ME,SD,SO,Y,SD2,N,01/01/2019,12/31/2019,2746,2744,1,0,0,0.0,0.75,4.1,4.85,106039,169930,0,9219,285188,101275,16428,117703,37767,0,9509,47276,56219,221198,0,0,0,0,0,0,24244,245458,786,73192,3715,4572,7,62,69,70,2756,39416,3952,2036,59649,22034,3464,56185,44,3508,59693,9432,11868,394,351,27,6275,5629,540,8,2014,5094,-1,2019,3,2,0,0,0,-80.858,41.66217,39,7,67846,97241,42,42,10.01,2045,3914,11780,1,A,1400000US39007001001,5611,5244,66,1,17,0,26,257,0.9345927642131527,0.011762609160577437,0.00017822135091783995,0.0030297629656032793,0.0,0.004633755123863839,0.04580288718588487,16.6,16.6,0.0,62892.0,ROCK CREEK PUBLIC LIBRARY,17.0,13.0,7,1,5,2,4
1152,OH,OH0195,295C,ROCKY RIVER PUBLIC LIBRARY,1600 HAMPTON RD.,ROCKY RIVER,44116,2601,1600 HAMPTON RD.,ROCKY RIVER,44116,2601,CUYAHOGA,4403337610,ME,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,20582,20567,1,0,0,52.1,52.1,0.5,52.6,3428108,707691,0,711234,4847033,2303340,658453,2961793,238445,80621,316202,635268,585121,4182182,0,0,0,70616,70616,285239,102921,606048,14298,428980,28920,44605,7,62,69,770,3640,322816,113100,23037,903815,281832,87000,816815,32593,119593,936408,99316,103189,1371,773,75,27883,18682,2701,44,40597,121315,-1,2019,3,1,0,0,0,-81.841,41.47702,39,35,68056,1235072,21,21,1812.03,2002,3916,17460,0,A,1400000US39035181203,3194,2977,31,3,23,0,22,138,0.9320601127113337,0.009705698184095179,0.000939261114589856,0.007201001878522229,0.0,0.0068879148403256105,0.043206011271133375,6.0,5.6,0.0,81667.0,ROCKY RIVER PUBLIC LIBRARY,32.0,4.0,23,28,22,21,30
1153,OH,OH0200,300C,SHAKER HEIGHTS PUBLIC LIBRARY,16500 VAN AKEN BOULEVARD,SHAKER HEIGHTS,44120,5318,16500 VAN AKEN BOULEVARD,SHAKER HEIGHTS,44120,5318,CUYAHOGA,2169912030,ME,SD,MO,Y,SD1,N,01/01/2019,12/31/2019,32311,32287,1,1,0,16.5,18.5,42.25,60.75,4273914,1604258,0,630865,6509037,2450866,813583,3264449,198887,194265,153781,546933,617590,4428972,0,0,0,10514324,10514324,480331,148369,612607,20443,432912,26123,21005,14,62,76,343,6188,372372,55744,28955,928708,237851,117517,811191,17220,134737,945928,155796,195326,1632,1096,52,29397,22120,662,71,37843,123216,-1,2019,3,2,0,0,0,-81.5655,41.4664,39,35,71682,1235072,21,21,1834.02,1021,3911,17460,0,A,1400000US39035183402,1507,234,1165,3,26,0,11,68,0.1552753815527538,0.7730590577305906,0.0019907100199071004,0.017252820172528202,0.0,0.0072992700729927005,0.0451227604512276,14.3,14.1,14.2,62568.0,SHAKER HEIGHTS PUBLIC LIBRARY,20.0,14.0,25,30,25,29,28
1154,OH,OH0209,306C,STOW-MUNROE FALLS PUBLIC LIBRARY,3512 DARROW RD.,STOW,44224,4009,3512 DARROW RD.,STOW,44224,4009,SUMMIT,3306883295,ME,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,40141,40111,1,0,0,13.25,13.25,25.9,39.15,1645153,1227624,0,377741,3250518,1604557,495399,2099956,153623,127600,114039,395262,576051,3071269,0,0,0,0,0,0,70909,341925,5207,98959,15552,3603,0,62,62,101,3449,237744,75452,78166,712033,246407,168128,543905,11263,179391,723296,6635,12399,1673,813,110,60720,48662,2119,33,28011,63891,-1,2019,3,1,0,0,0,-81.4403,41.16059,39,153,74944,541013,21,21,5305.01,1011,3914,10420,0,A,1400000US39153530501,5134,4567,145,6,115,1,31,269,0.8895597974289053,0.028243085313595637,0.001168679392286716,0.022399688352162057,0.00019477989871445267,0.006038176860148033,0.052395792754187764,5.7,4.8,25.6,68939.0,STOW MUNROE FALLS PUBLIC LIBRARY,33.0,9.0,32,27,18,16,23
1155,OH,OH0210,310C,COMMUNITY LIBRARY,44 BURRER DR,SUNBURY,43074,9319,44 BURRER DR,SUNBURY,43074,9319,DELAWARE,7409653901,ME,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,18268,18254,1,0,0,3.0,3.0,12.0,15.0,761397,603937,0,168119,1533453,593185,143460,736645,68510,31482,69442,169434,234893,1140972,0,0,0,13595,13595,0,73529,695396,6793,179150,7959,19878,9,62,71,131,3072,162240,7524,21560,243656,103160,34327,209329,6483,40810,250139,5382,9591,580,0,0,17818,13995,46,17,8305,30468,-1,2019,3,2,0,0,0,-82.8634,40.24357,39,41,75602,209177,21,21,116.04,2023,3912,18140,0,A,1400000US39041011604,9560,8313,249,18,286,3,99,592,0.8695606694560669,0.02604602510460251,0.0018828451882845188,0.0299163179916318,0.00031380753138075313,0.010355648535564853,0.06192468619246862,1.9,1.9,6.3,96927.0,COMMUNITY LIBRARY,39.0,2.0,18,17,11,17,12
1156,OH,OH0214,314C,TIPP CITY PUBLIC LIBRARY,11 E. MAIN ST.,TIPP CITY,45371,1925,11 E. MAIN ST.,TIPP CITY,45371,1925,MIAMI,9376673826,NO,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,14712,14701,1,0,0,5.25,5.25,9.0,14.25,258702,516642,0,663451,1438795,416189,14973,431162,39124,6470,27193,72787,339582,843531,0,0,0,25000,25000,0,60071,341925,4857,98959,4792,3603,3,62,65,76,2934,85384,24960,7363,218047,97591,27919,190128,2443,30362,220490,26763,45769,556,204,92,13066,9163,1128,18,7163,18638,-1,2019,3,1,0,0,0,-84.1709,39.96127,39,109,76876,106987,21,21,3550.02,1035,3908,19430,0,A,1400000US39109355002,1637,1508,12,2,8,0,18,89,0.9211973121563837,0.007330482590103849,0.0012217470983506415,0.004886988393402566,0.0,0.010995723885155772,0.05436774587660354,4.3,3.4,0.0,66541.0,TIPP CITY PUBLIC LIBRARY,37.0,12.0,13,10,8,13,10
1157,OH,OH0216,316C,TROY-MIAMI COUNTY PUBLIC LIBRARY,419 W. MAIN ST.,TROY,45373,3243,419 W. MAIN ST.,TROY,45373,3243,MIAMI,9373390502,NO,CO,MO,Y,CO1,N,01/01/2019,12/31/2019,45997,45963,1,2,1,2.0,6.5,17.2,23.7,599745,1381361,0,202204,2183310,818774,296413,1115187,114060,57737,34632,206429,402860,1724476,0,0,0,0,0,18000,116247,357935,6158,342972,13456,44875,5,62,67,119,8336,214604,46852,27379,545350,225436,81340,464010,17955,99295,563305,74142,74818,990,540,24,39379,31195,828,27,18581,46290,-1,2019,3,1,0,0,0,-84.2073,40.04138,39,109,77588,106987,21,21,3653.01,5003,3908,19430,0,A,1400000US39109365301,6066,5056,344,15,181,0,102,368,0.8334981866139136,0.05670952851961754,0.002472799208704253,0.02983844378503132,0.0,0.016815034619188922,0.060666007253544346,11.2,11.1,21.4,46512.0,TROY MIAMI COUNTY PUBLIC LIBRARY,21.0,27.0,29,20,30,25,19
1158,OH,OH0217,317C,TWINSBURG PUBLIC LIBRARY,10050 RAVENNA RD.,TWINSBURG,44087,1719,10050 RAVENNA RD.,TWINSBURG,44087,1719,SUMMIT,3304254268,ME,SD,MO,Y,SD1,N,01/01/2019,12/31/2019,24453,24435,1,0,1,11.25,11.25,31.9,43.15,1461590,1243444,0,275371,2980405,1481801,413773,1895574,206260,199988,177900,584148,504331,2984053,0,0,0,7210,7210,39984,104750,604435,14753,429346,27855,50311,13,62,75,269,3952,300612,116688,27746,1372967,510310,129287,1243680,16713,146000,1389680,192253,187196,4570,994,240,36166,26768,3791,55,44373,75799,-1,2019,3,1,0,0,0,-81.4493,41.31873,39,153,78050,541013,21,21,5301.03,1012,3914,10420,0,A,1400000US39153530103,4700,3440,776,8,236,0,32,208,0.7319148936170212,0.1651063829787234,0.001702127659574468,0.05021276595744681,0.0,0.006808510638297872,0.04425531914893617,2.1,2.4,0.0,83400.0,TWINSBURG PUBLIC LIBRARY,38.0,3.0,28,26,23,22,31
1159,OH,OH0238,338C,PORTER PUBLIC LIBRARY,27333 CENTER RIDGE RD.,WESTLAKE,44145,3947,27333 CENTER RIDGE RD.,WESTLAKE,44145,3947,CUYAHOGA,4408712600,ME,SD,SO,Y,SD1,N,01/01/2019,12/31/2019,32680,32656,1,0,0,18.5,34.2,27.05,61.25,3465852,1212643,0,650223,5328718,2640821,775152,3415973,240610,268450,213629,722689,903728,5042390,0,0,0,32713,32713,289423,114733,18077,21823,3800,41207,0,23,62,85,431,3554,326404,76804,27719,1065229,397474,76250,988979,202529,278779,1267758,20156,11684,1902,982,105,44668,27581,1422,59,35406,952510,-1,2019,3,1,0,0,0,-81.9245,41.44847,39,35,83622,1235072,21,21,1891.09,2000,3916,17460,0,A,1400000US39035189109,3568,3080,77,5,190,0,50,166,0.8632286995515696,0.021580717488789238,0.0014013452914798206,0.053251121076233185,0.0,0.014013452914798207,0.04652466367713005,4.4,3.5,16.7,74722.0,PORTER PUBLIC LIBRARY,36.0,7.0,30,31,21,24,26
